trace_width_mm,trace_length_mm,ground_distance_mm,stitching_vias,decap_distance_mm,frequency_mhz,current_ma,emi_dbm
0.8116262258099887,95.31785910894203,1.4907884894416696,4,2.7622702864153297,181.31468472611655,3.8460969962417737,13.985316296318961
1.4453378978124864,6.955526958101233,1.9428287191077893,5,0.5112921046947078,992.445212512481,31.25659397175811,17.81970033103204
1.2621410049277337,5.671298995873154,0.14381860757868994,10,9.371866973474502,165.30904483248057,15.31508777822569,9.4884576686888
1.5918343266467259,23.969009305044175,1.077045432985862,8,1.173530984439967,619.3185063443952,9.355682060677285,12.74588863673434
0.22359802667203107,95.14412603906666,1.9347008628416629,1,6.088539286828784,45.48726465360777,12.3137974554853,13.121866737018632
1.2589936497869798,84.15351661493561,0.429392841664767,0,4.252309733200246,672.6466158233625,16.273842728381137,17.337381054632537
1.0881292402378406,56.937476537611566,0.45122346549850134,1,11.739425938736161,941.3139733172634,44.84654017095479,21.081044817875135
0.2681357538986471,23.618371929818792,0.18593184893002235,7,12.745740805833195,754.9005068332594,27.444914487064906,16.98086959444497
1.2148272147613117,96.69925419009311,1.253365070604701,8,4.795965832709195,190.30893089111242,1.7661839303185025,10.55473874365406
0.6576275319642724,6.3375831579330235,0.4778005677687298,7,11.070603936594315,778.1322362853674,4.628187934970428,12.336875174308716
0.7810848842341179,16.00756065488732,1.7398965091636278,7,7.017034775003949,122.54781299569898,19.17009435771505,13.660113880204696
1.2234657966446816,31.098570334056095,1.1663625091106322,2,2.234116566105375,721.8474436063052,38.27846738222797,19.478592295789838
1.166426675382043,78.2418820956833,1.0382116330923423,8,10.804611900443916,137.56409618747637,22.527488591422735,14.38144697150775
1.0032034240460124,58.511179337756445,1.4214805642096422,4,4.114737322658687,428.0714353445608,38.022005788609384,18.047851771813217
0.5347165144340826,12.313091433735334,0.6505277605361592,5,13.266783665721237,635.6234266897794,15.486050606047986,16.08909302806089
0.5150368307119838,44.56844504768479,1.7782324919458499,9,2.2702753431597635,375.60890293466565,45.43459363574195,16.910390072748008
0.617051273830807,66.53056145142942,0.10098871629110007,8,4.919328243291421,189.7161775486535,27.170381549396655,15.9917239132548
0.6118834342171907,28.191924613538546,0.4197529801285681,7,10.69377490398008,382.72071430791516,48.61732205332707,15.977412396028612
1.9286498603900113,28.919318103409594,1.0447721611955323,0,2.6472604843242986,997.8082704974736,14.072269699488965,17.866874025898344
0.16279639251104194,37.781768562534886,1.3052675549325912,1,8.198551458098478,464.3496696358989,28.09176136449507,19.795848340933286
1.2261237753708478,12.681066001607949,0.8023434665166684,0,11.059137054871965,386.74963873767564,31.982985699085393,15.963847602177443
0.2715505631033758,84.35373708097761,0.709482123446298,5,10.589285698467787,862.6080406693083,16.97198635489235,22.597907840763302
0.5184579903745418,72.55920558161169,1.6380519876654593,3,9.855005460937022,199.1354361348417,34.85594916702083,17.814190877845878
0.36128979387738713,37.40130334977456,0.3155996903571192,6,8.350995620499704,704.9108673647297,12.198951068067684,16.54437214692171
0.43241436148227874,98.30599261629638,1.081608193414927,0,4.00685821805655,120.30968477172223,44.96357213971301,15.93036994739552
0.7441566029925313,38.17490958820279,1.4793157898534548,2,12.91670223223234,422.37288330852437,44.50073483928703,19.43189081690295
1.7167640526582741,93.88532445099001,1.5921472371164929,7,9.293221365064054,38.92114006813076,5.972105600435573,9.740189027223952
1.4146008756161172,66.93631965274704,0.5261116879750636,0,0.7620927724250526,509.07690372793155,9.762312751845112,14.827878989749236
0.7962906907074337,75.69619969037342,1.4697858560790455,0,8.36683334304604,523.5496545335973,32.18029829110887,20.179699237763543
1.9598964307225173,51.24050453114823,1.8215876966652527,10,12.024763901353902,517.5579803120363,29.268290346691597,16.439930129317833
1.0357836182558413,23.54808384081423,1.4726590189968602,2,8.794060888533155,775.4973938771197,3.136584815967254,16.354353384706812
0.6311646494138413,88.9319321152946,1.5206656704050865,4,13.960619157522018,445.3386238677949,48.36608613313981,20.324996805207235
1.9308779564695804,86.03589826939921,0.6594528949322127,4,3.268209951680017,290.42061118345214,24.77871383953947,15.073570007772371
1.7040049673799915,93.35159930702903,0.2337906486141334,1,9.417604787137961,990.3522346011354,7.864116746589677,17.809465907190233
1.0848263394910997,88.35044183315577,1.5074603737329884,0,2.481009305909418,717.643667002815,28.08817886848748,19.183161301648628
0.5867931928294703,63.09380253223965,0.2550289427604567,6,7.771986272964394,804.3463235977719,32.84823260811049,17.181769759117394
1.4337370667896363,80.6003035964296,1.7910101494533759,6,0.9004431921687182,591.4989486423319,22.485232027886262,16.97132729736907
0.394579071782714,98.27488438950046,1.6939736539317904,9,0.9422536241162167,66.22774308673799,41.307427472323255,14.337499882228023
0.7843622186813994,17.070748701929055,1.0922621941041284,4,4.437372279386257,966.2942754790467,23.4059929190727,17.91495533421565
0.8815724196076892,71.45366002288341,0.3628708755938226,1,7.986355050367332,343.2677787530086,39.96412354366648,17.70888229637994
0.614581277397941,46.70228496703543,0.24906712455030533,4,3.172838277804866,108.44677761868174,21.987409272065282,11.55724764708456
1.838906082490313,47.02346182445492,0.5555959823990662,5,10.861640879150904,670.3914554161993,14.7167609503512,18.12731149120095
1.9142440332600688,75.10020708609801,1.1532726997716614,5,11.08557009014637,76.28464386089934,28.73582331420974,12.25012396671439
0.2788982777102642,34.58426439217295,1.9610700043808662,4,7.375520521766215,124.89913583147144,25.089177880724787,14.644203752761651
0.9995963644830748,21.45417764145144,0.9243181335521488,6,1.196854400856989,950.6713596436443,44.44733897760433,18.105644116904127
1.1248171519601189,69.9765580928234,1.2701172123408364,6,14.191648158314926,871.1829655483536,32.18377627485455,21.21561092410703
1.6218036598965595,69.33099252638327,1.1893973791766734,0,7.144666912126991,559.2482856364569,47.13177563004973,19.589206159468386
1.8201662197165211,23.600157804983162,0.23178647166281435,1,1.0649654184983877,629.706267807756,17.4911565295476,16.14151919889454
1.3458730072234102,41.61267899172868,1.3950659710483004,1,4.280070659420595,511.156330664604,34.95162757590503,18.538874479171284
0.1744540206837279,44.70487301297998,1.9384030478884702,3,3.072873384805981,758.0963090916326,40.53490222409594,21.496377637711763
1.9819597698012792,44.19867930658552,0.806834363006288,6,8.917888178986694,871.1031089934304,28.531467915044907,20.00071546996628
1.5058266448500117,27.63243447837805,0.8176848837349602,0,7.826159400493928,831.6637421245093,16.682430450499975,16.766035915192955
1.8014941341427808,41.974159479745495,0.12059153781256689,8,12.783575589386052,374.258034748839,47.88324337119636,16.81109385413788
1.0367487497664294,12.912019063549666,0.274237879791114,8,8.528694259014111,236.3460581735021,47.36353260120282,15.892616994207396
